"tripduration","start_time","end_time","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender","bike type"
448,"2018-11-03 00:08:33.0520","2018-11-03 00:16:01.6170",42,"E Franklin Ave & Bloomington Ave S",44.96285416262351,-93.25219452381134,91,"Grant Street & Portland Ave",44.96954,-93.2669,65,"Customer",1977,1,"Classic"
327,"2018-11-03 10:50:10.7790","2018-11-03 10:55:38.7120",91,"Grant Street & Portland Ave",44.96954,-93.2669,31,"Hennepin County Government Center",44.976602,-93.266701,65,"Customer",1971,2,"Classic"
400,"2018-11-01 18:05:11.7050","2018-11-01 18:11:52.2540",9,"9th Street & 4th Ave",44.972665557958784,-93.26874911785126,95,"Gateway Park",44.9825943,-93.2675139,66,"Customer",1987,2,"Classic"
159,"2018-11-02 07:26:17.4490","2018-11-02 07:28:56.5040",95,"Gateway Park",44.9825943,-93.2675139,184,"S 5th Street & Nicollet Mall",44.97866517955856,-93.270503282547,66,"Customer",1961,1,"Classic"
268,"2018-11-02 18:07:40.0970","2018-11-02 18:12:08.8800",184,"S 5th Street & Nicollet Mall",44.97866517955856,-93.270503282547,147,"9th Street N & Hawthorne Ave",44.977314275879294,-93.2777613401413,66,"Customer",1947,1,"Classic"
448,"2018-11-03 20:06:20.2100","2018-11-03 20:13:49.1040",165,"38th Street Light Rail Station",44.93434,-93.229338,164,"46th Street Light Rail Station",44.920417483966915,-93.21949973702431,72,"Customer",1969,0,"Classic"
314,"2018-11-02 10:39:18.9180","2018-11-02 10:44:33.6380",16,"22nd Ave S & Franklin Ave",44.96293,-93.241042,209,"Willey Hall",44.972404,-93.242891,73,"Customer",1981,2,"Classic"
936,"2018-11-02 16:04:16.3790","2018-11-02 16:19:53.0610",209,"Willey Hall",44.972404,-93.242891,92,"6th Ave SE & University Ave",44.983281,-93.24812,73,"Customer",1989,1,"Classic"
2194,"2018-11-03 22:09:24.5550","2018-11-03 22:45:59.0870",92,"6th Ave SE & University Ave",44.983281,-93.24812,92,"6th Ave SE & University Ave",44.983281,-93.24812,73,"Customer",1969,0,"Classic"
352,"2018-11-04 14:37:06.0710","2018-11-04 14:42:58.8990",92,"6th Ave SE & University Ave",44.983281,-93.24812,27,"Williamson Hall",44.977406,-93.234911,73,"Customer",1969,0,"Classic"
870,"2018-11-02 13:36:40.8500","2018-11-02 13:51:10.8520",60,"Malcolm Ave SE & 5th Street SE",44.973371428373945,-93.21126401424408,113,"15th Ave SE & Como Ave SE",44.987517,-93.230469,74,"Customer",1969,0,"Classic"
1446,"2018-11-02 17:47:43.5260","2018-11-02 18:11:49.6500",113,"15th Ave SE & Como Ave SE",44.987517,-93.230469,17,"Washington & Cedar",44.97344,-93.24748,74,"Subscriber",1991,2,"Classic"
985,"2018-11-02 18:12:38.8420","2018-11-02 18:29:04.5700",17,"Washington & Cedar",44.97344,-93.24748,30,"Washington & Marquette",44.98101454012148,-93.2668849825859,74,"Subscriber",1991,2,"Classic"
270,"2018-11-01 15:59:10.4100","2018-11-01 16:03:40.9690",192,"3rd Street N & 8th Ave N",44.987996,-93.279854,53,"2nd Ave N & N 6th Street",44.980536,-93.275626,75,"Customer",1989,1,"Classic"
247,"2018-11-01 19:51:38.7640","2018-11-01 19:55:46.5680",53,"2nd Ave N & N 6th Street",44.980536,-93.275626,192,"3rd Street N & 8th Ave N",44.987996,-93.279854,75,"Customer",1989,1,"Classic"
586,"2018-11-02 08:15:07.8870","2018-11-02 08:24:54.6460",192,"3rd Street N & 8th Ave N",44.987996,-93.279854,214,"Mill City Quarter",44.9805,-93.2618,75,"Customer",1967,1,"Classic"
783,"2018-11-03 05:49:14.4700","2018-11-03 06:02:18.0450",214,"Mill City Quarter",44.9805,-93.2618,26,"Coffman Union",44.973378,-93.234762,75,"Subscriber",1963,1,"Classic"
526,"2018-11-03 17:24:40.4050","2018-11-03 17:33:27.0780",26,"Coffman Union",44.973378,-93.234762,211,"15th Ave SE & SE 4th Street",44.97995059557327,-93.23478698730469,75,"Customer",1969,0,"Classic"
706,"2018-11-03 23:28:07.4070","2018-11-03 23:39:53.4970",211,"15th Ave SE & SE 4th Street",44.97995059557327,-93.23478698730469,211,"15th Ave SE & SE 4th Street",44.97995059557327,-93.23478698730469,75,"Customer",1990,1,"Classic"
220,"2018-11-04 20:02:11.7660","2018-11-04 20:05:51.7940",211,"15th Ave SE & SE 4th Street",44.97995059557327,-93.23478698730469,120,"Washington Ave SE & Union Street SE",44.97394,-93.2321,75,"Subscriber",1998,0,"Classic"
1206,"2018-11-03 20:53:51.3060","2018-11-03 21:13:58.1640",160,"Dupont Ave S & W 29th Street",44.949699,-93.293129,213,"Elwood Ave N & Oak Park Ave N",44.98716,-93.301944,77,"Subscriber",1988,1,"Classic"
595,"2018-11-02 09:32:44.5400","2018-11-02 09:42:40.4740",183,"Nicollet Island",44.985388,-93.26145,50,"University & Bank Street SE",44.98717,-93.25576,79,"Customer",1983,1,"Classic"
258,"2018-11-02 14:22:50.2100","2018-11-02 14:27:08.8070",50,"University & Bank Street SE",44.98717,-93.25576,36,"South 2nd Street & 3rd Ave S",44.98096183249473,-93.26354429125784,79,"Customer",1965,1,"Classic"
603,"2018-11-02 16:51:32.8390","2018-11-02 17:01:36.3650",36,"South 2nd Street & 3rd Ave S",44.98096183249473,-93.26354429125784,91,"Grant Street & Portland Ave",44.96954,-93.2669,79,"Customer",1985,1,"Classic"
367,"2018-11-03 10:49:30.9970","2018-11-03 10:55:38.4130",91,"Grant Street & Portland Ave",44.96954,-93.2669,31,"Hennepin County Government Center",44.976602,-93.266701,79,"Customer",1970,1,"Classic"
1046,"2018-11-01 16:56:17.8470","2018-11-01 17:13:44.0560",224,"S 6th Street & Hennepin Ave",44.978459,-93.273011,17,"Washington & Cedar",44.97344,-93.24748,81,"Customer",1953,1,"Classic"
546,"2018-11-01 18:15:46.1500","2018-11-01 18:24:52.4050",17,"Washington & Cedar",44.97344,-93.24748,225,"SE 4th Street & SE 3rd Ave",44.986531,-93.250649,81,"Subscriber",1995,1,"Classic"
3260,"2018-11-03 14:19:16.5750","2018-11-03 15:13:37.1240",164,"46th Street Light Rail Station",44.920417483966915,-93.21949973702431,164,"46th Street Light Rail Station",44.920417483966915,-93.21949973702431,83,"Customer",1949,2,"Classic"
839,"2018-11-01 17:31:36.2910","2018-11-01 17:45:35.4750",65,"Nicollet & Franklin",44.96342,-93.277939,8,"YWCA Downtown",44.972217,-93.276435,85,"Customer",1961,1,"Classic"
